run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,54.0,18.0,True,True,54,0.0,0.6666666666666666,1.0,0.0,0.0,True,False,False,119.0,18.0,0.0,119.0,inf,18.0,0.0,inf,119.0,119.0,119.0,-65.0,-65.0,-65.0,,,,119.0
1,47.0,23.0,True,True,47,0.0,0.5106382978723404,1.0,0.0,0.0,True,False,False,125.0,23.0,0.0,125.0,inf,23.0,0.0,inf,125.0,125.0,125.0,-78.0,-78.0,-78.0,,,,125.0
2,45.0,20.0,True,True,45,0.0,0.5555555555555556,1.0,0.0,0.0,True,False,False,105.0,20.0,0.0,105.0,inf,20.0,0.0,inf,105.0,105.0,105.0,-60.0,-60.0,-60.0,,,,105.0
3,52.0,26.0,True,True,52,0.0,0.5,1.0,0.0,0.0,True,False,False,129.0,26.0,0.0,129.0,inf,26.0,0.0,inf,137.0,137.0,137.0,-85.0,-85.0,-85.0,,,,137.0
4,35.0,7.0,True,True,35,0.0,0.8,1.0,0.0,0.0,True,False,False,113.0,7.0,0.0,113.0,inf,7.0,0.0,inf,113.0,113.0,113.0,-78.0,-78.0,-78.0,,,,113.0
5,48.0,19.0,True,True,48,0.0,0.6041666666666666,1.0,0.0,0.0,True,False,False,117.0,19.0,0.0,117.0,inf,19.0,0.0,inf,117.0,117.0,117.0,-69.0,-69.0,-69.0,,,,117.0
6,44.0,17.0,True,True,44,0.0,0.6136363636363636,1.0,0.0,0.0,True,False,False,115.0,17.0,0.0,115.0,inf,17.0,0.0,inf,115.0,115.0,115.0,-71.0,-71.0,-71.0,,,,115.0
7,44.0,22.0,True,True,44,0.0,0.5,1.0,0.0,0.0,True,False,False,109.0,22.0,0.0,109.0,inf,22.0,0.0,inf,109.0,109.0,109.0,-65.0,-65.0,-65.0,,,,109.0
8,42.0,20.0,True,True,42,0.0,0.5238095238095238,1.0,0.0,0.0,True,False,False,118.0,20.0,0.0,118.0,inf,20.0,0.0,inf,118.0,118.0,118.0,-76.0,-76.0,-76.0,,,,118.0
9,51.0,22.0,True,True,51,0.0,0.5686274509803921,1.0,0.0,0.0,True,False,False,124.0,22.0,0.0,124.0,inf,22.0,0.0,inf,126.0,126.0,126.0,-75.0,-75.0,-75.0,,,,126.0
10,42.0,23.0,True,True,42,0.0,0.4523809523809524,1.0,0.0,0.0,True,False,False,125.0,23.0,0.0,125.0,inf,23.0,0.0,inf,125.0,125.0,125.0,-83.0,-83.0,-83.0,,,,125.0
11,44.0,12.0,True,True,44,0.0,0.7272727272727273,1.0,0.0,0.0,True,False,False,125.0,12.0,0.0,125.0,inf,12.0,0.0,inf,125.0,125.0,125.0,-81.0,-81.0,-81.0,,,,125.0
12,51.0,23.0,True,True,51,0.0,0.5490196078431373,1.0,0.0,0.0,True,False,False,125.0,23.0,0.0,125.0,inf,23.0,0.0,inf,125.0,125.0,125.0,-74.0,-74.0,-74.0,,,,125.0
13,39.0,11.0,True,True,39,0.0,0.717948717948718,1.0,0.0,0.0,True,False,False,122.0,11.0,0.0,122.0,inf,11.0,0.0,inf,122.0,122.0,122.0,-83.0,-83.0,-83.0,,,,122.0
14,40.0,26.0,True,True,40,0.0,0.35,1.0,0.0,0.0,True,False,False,128.0,26.0,0.0,128.0,inf,26.0,0.0,inf,128.0,128.0,128.0,-88.0,-88.0,-88.0,,,,128.0
