run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,432.0,185.0,True,True,432,0.0,0.5717592592592593,0.6504629629629629,0.0,0.0,True,False,False,inf,185.0,0.0,inf,inf,185.0,inf,inf,inf,inf,inf,,,,,,,inf
1,496.0,167.0,True,True,496,0.0,0.6633064516129032,0.5524193548387096,0.0,0.0,True,False,False,inf,167.0,0.0,inf,inf,167.0,inf,inf,inf,inf,inf,,,,,,,inf
2,487.0,218.0,True,True,487,0.0,0.5523613963039015,0.5975359342915811,0.0,0.0,True,False,False,inf,218.0,0.0,inf,inf,218.0,inf,inf,inf,inf,inf,,,,,,,inf
3,467.0,201.0,True,True,467,0.0,0.569593147751606,0.6252676659528907,0.0,0.0,True,False,False,inf,201.0,0.0,inf,inf,201.0,inf,inf,inf,inf,inf,,,,,,,inf
4,438.0,195.0,True,True,438,0.0,0.5547945205479452,0.5114155251141552,0.0,0.0,True,False,False,inf,195.0,0.0,inf,inf,195.0,inf,inf,inf,inf,inf,,,,,,,inf
5,466.0,169.0,True,True,466,0.0,0.6373390557939914,0.5987124463519313,0.0,0.0,True,False,False,inf,169.0,0.0,inf,inf,169.0,inf,inf,inf,inf,inf,,,,,,,inf
6,403.0,141.0,True,True,403,0.0,0.6501240694789082,0.6799007444168734,0.0,0.0,True,False,False,inf,141.0,0.0,inf,inf,141.0,inf,inf,inf,inf,inf,,,,,,,inf
7,479.0,187.0,True,True,479,0.0,0.6096033402922756,0.4551148225469729,0.0,0.0,True,False,False,inf,187.0,0.0,inf,inf,187.0,inf,inf,inf,inf,inf,,,,,,,inf
8,469.0,184.0,True,True,469,0.0,0.6076759061833689,0.5522388059701493,0.0,0.0,True,False,False,inf,184.0,0.0,inf,inf,184.0,inf,inf,inf,inf,inf,,,,,,,inf
9,510.0,138.0,True,True,510,0.0,0.7294117647058823,0.6372549019607843,0.0,0.0,True,False,False,inf,138.0,0.0,inf,inf,138.0,inf,inf,inf,inf,inf,,,,,,,inf
10,429.0,171.0,True,True,429,0.0,0.6013986013986014,0.585081585081585,0.0,0.0,True,False,False,inf,171.0,0.0,inf,inf,171.0,inf,inf,inf,inf,inf,,,,,,,inf
11,490.0,158.0,True,True,490,0.0,0.6775510204081633,0.47551020408163264,0.0,0.0,True,False,False,inf,158.0,0.0,inf,inf,158.0,inf,inf,inf,inf,inf,,,,,,,inf
12,458.0,230.0,True,True,458,0.0,0.4978165938864629,0.5851528384279476,0.0,0.0,True,False,False,inf,230.0,0.0,inf,inf,230.0,inf,inf,inf,inf,inf,,,,,,,inf
13,507.0,215.0,True,True,507,0.0,0.5759368836291914,0.5226824457593688,0.0,0.0,True,False,False,inf,215.0,0.0,inf,inf,215.0,inf,inf,inf,inf,inf,,,,,,,inf
14,428.0,179.0,True,True,428,0.0,0.5817757009345794,0.5607476635514018,0.0,0.0,True,False,False,inf,179.0,0.0,inf,inf,179.0,inf,inf,inf,inf,inf,,,,,,,inf
15,431.0,192.0,True,True,431,0.0,0.5545243619489559,0.568445475638051,0.0,0.0,True,False,False,inf,192.0,0.0,inf,inf,192.0,inf,inf,inf,inf,inf,,,,,,,inf
16,422.0,203.0,True,True,422,0.0,0.518957345971564,0.5853080568720379,0.0,0.0,True,False,False,inf,203.0,0.0,inf,inf,203.0,inf,inf,inf,inf,inf,,,,,,,inf
17,474.0,192.0,True,True,474,0.0,0.5949367088607594,0.6561181434599156,0.0,0.0,True,False,False,inf,192.0,0.0,inf,inf,192.0,inf,inf,inf,inf,inf,,,,,,,inf
18,413.0,179.0,True,True,413,0.0,0.5665859564164649,0.5254237288135594,0.0,0.0,True,False,False,inf,179.0,0.0,inf,inf,179.0,inf,inf,inf,inf,inf,,,,,,,inf
19,434.0,209.0,True,True,434,0.0,0.5184331797235023,0.6820276497695853,0.0,0.0,True,False,False,inf,209.0,0.0,inf,inf,209.0,inf,inf,inf,inf,inf,,,,,,,inf
20,373.0,153.0,True,True,373,0.0,0.5898123324396782,0.5683646112600537,0.0,0.0,True,False,False,inf,153.0,0.0,inf,inf,153.0,inf,inf,inf,inf,inf,,,,,,,inf
21,467.0,180.0,True,True,467,0.0,0.6145610278372591,0.47109207708779444,0.0,0.0,True,False,False,inf,180.0,0.0,inf,inf,180.0,inf,inf,inf,inf,inf,,,,,,,inf
22,504.0,173.0,True,True,504,0.0,0.6567460317460317,0.4781746031746032,0.0,0.0,True,False,False,inf,173.0,0.0,inf,inf,173.0,inf,inf,inf,inf,inf,,,,,,,inf
23,467.0,207.0,True,True,467,0.0,0.556745182012848,0.6102783725910065,0.0,0.0,True,False,False,inf,207.0,0.0,inf,inf,207.0,inf,inf,inf,inf,inf,,,,,,,inf
24,522.0,199.0,True,True,522,0.0,0.6187739463601533,0.4386973180076628,0.0,0.0,True,False,False,inf,199.0,0.0,inf,inf,199.0,inf,inf,inf,inf,inf,,,,,,,inf
