run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,75,1,157,1,2904.56556414437,304.56556414437,0.4344358556299994,10.63414515569093,13.984340546915519,0.057692307692307696,0.4358974358974359,5.6936741412457375,6.837528298115646,0.8327094079910217,0.2929936305732484,82,5,156,5,2904.56556414437,304.56556414437,0.4344358556299994,3.7594833253033357,5.6219639789587745,0.7284768211920529,1.0,3.6914505866553586,4.449571133290528,0.8296194118657618,0.9038461538461539,84,16,155,18,2903.250066707915,303.2500667079148,1.7499332920851884,2.3539506426600383,3.9413451461019577,0.9124087591240876,1.0,3.05170111827628,3.7205438078858104,0.8202298577450164,1.0,86,39,154,43,2902.808317174659,302.8083171746589,2.191682825341104,1.7378019772418156,2.738282878350674,0.990990990990991,1.0,2.665293926469832,3.2546240163736866,0.8189252930787108,1.0
1,81,1,156,1,2903.7074032437104,303.70740324371036,1.2925967562896403,4.939067487781813,7.951949403069557,0.5096774193548387,0.9483870967741935,4.076249738488746,5.183915688423641,0.7863263956224333,0.7371794871794872,85,5,155,8,2903.1351945929605,303.1351945929605,1.864805407039512,2.4586442580616676,3.7180925654560273,0.9183673469387755,1.0,3.072025743183464,3.678900601377542,0.8350390717360405,0.9935483870967742,86,16,154,17,2903.1099244122524,303.10992441225244,1.8900755877475603,2.0923371117423812,3.204450251945401,0.9635036496350365,1.0,2.841156708520886,3.50865685574983,0.8097562187835284,1.0,88,39,154,47,2902.1173155445695,302.11731554456946,2.8826844554305353,1.3272647239373327,2.241449602102694,0.9906542056074766,1.0,2.53053485517382,2.861904982387015,0.884213442007145,1.0
2,73,1,158,1,2904.0059303651524,304.0059303651524,0.9940696348476195,7.060231188275793,10.397831313387817,0.28662420382165604,0.7707006369426752,4.674610216763894,5.55708969585561,0.8411975463074035,0.6518987341772152,76,5,157,5,2903.950040474729,303.9500404747291,1.0499595252708787,4.436615860116035,6.35252269804405,0.5789473684210527,0.9605263157894737,3.922776303405919,4.648058710314444,0.8439601450603321,0.8853503184713376,80,16,156,26,2903.24867856904,303.24867856903984,1.7513214309601608,2.179629586768897,3.386978591811658,0.9076923076923077,1.0,2.96896685517629,3.5760522822752403,0.8302358636902546,1.0,82,39,156,50,2902.3665989001315,302.3665989001315,2.633401099868479,1.2115742016126205,2.435217343822842,0.9905660377358491,1.0,2.479485404091844,2.943760389413961,0.8422850626730037,1.0
3,69,1,159,1,2904.7418342318833,304.74183423188333,0.2581657681166689,9.241784183157279,13.24805097409044,0.13924050632911392,0.5569620253164557,5.614433402738426,6.844422413566471,0.8202932349134299,0.34591194968553457,73,5,158,5,2903.887503180754,303.8875031807538,1.1124968192461893,4.526643747820344,6.860995242176524,0.6013071895424836,0.9607843137254902,3.995587925626877,4.902069132506317,0.8150819210466792,0.8417721518987342,76,16,157,26,2903.3217352432116,303.3217352432116,1.6782647567883942,2.485946267475356,4.044343543799187,0.9236641221374046,1.0,3.006215119843262,3.620632221106468,0.8303011563335645,0.9936305732484076,77,40,157,40,2902.5179487265236,302.5179487265236,2.4820512734763724,1.9395956822859262,3.201944174111304,0.9401709401709402,1.0,2.516617192323499,3.2310112684588055,0.7788945884809393,1.0
4,73,1,158,1,2904.978695168922,304.97869516892206,0.021304831077941344,6.270483171419073,8.881900841160041,0.2929936305732484,0.8662420382165605,4.5670047593391185,5.708827181294425,0.7999900179678572,0.6518987341772152,77,5,157,8,2903.8408406213507,303.8408406213507,1.1591593786492922,3.044676498689114,4.596564358994056,0.8389261744966443,1.0,3.4902965766388694,4.402669571499576,0.7927682329905247,0.9426751592356688,78,16,157,16,2902.8234900272246,302.8234900272246,2.1765099727754205,2.590611883693782,4.2045957195950905,0.9078014184397163,1.0,2.9703257400723233,3.773751180166545,0.7871016392610272,0.9872611464968153,81,39,156,51,2901.99729063694,301.99729063693985,3.0027093630601485,1.2418438468821478,2.361100303856438,0.9904761904761905,1.0,2.452587882310921,2.887803653948168,0.8492917719519381,1.0
5,76,1,157,2,2904.0287394206016,304.0287394206016,0.9712605793984039,5.5403561671842,7.834047251555967,0.4064516129032258,0.9225806451612903,4.3431437461574145,5.269225839704921,0.8242470295030346,0.7261146496815286,77,5,157,5,2902.770191006189,302.7701910061892,2.2298089938108205,4.902253790707846,7.494619463952405,0.506578947368421,0.9671052631578947,3.9850894332009053,5.006894973206014,0.7959203167885052,0.7961783439490446,80,16,156,21,2902.770191006189,302.7701910061892,2.2298089938108205,2.19068327291734,3.831418106473484,0.9259259259259259,0.9925925925925926,3.050565115463528,3.7855760259573685,0.8058390835492579,0.9871794871794872,82,39,156,42,2902.716894750222,302.71689475022185,2.2831052497781457,1.137199697265487,2.513750964029351,0.9824561403508771,1.0,2.52599531364112,3.1155303295099857,0.8107753886120607,1.0
6,80,1,156,1,2904.997352400084,304.99735240008386,0.002647599916144827,9.295822693249647,13.04526432328139,0.16129032258064516,0.5612903225806452,5.25605069636709,6.417126329214199,0.8190661094575512,0.4166666666666667,87,5,154,7,2902.9976212936995,302.99762129369947,2.002378706300533,2.6552769305662878,4.2861916332482,0.8843537414965986,1.0,3.095045134800306,3.6948054969396584,0.8376747131517144,0.9935064935064936,89,16,154,20,2902.358083077757,302.3580830777569,2.6419169222431265,1.7290149224741072,3.432631995335578,0.9552238805970149,1.0,2.925698468272346,3.3969811197858997,0.8612642711587231,0.9935064935064936,91,39,153,53,2901.7848229613405,301.7848229613405,3.2151770386594762,1.167045528994322,2.301581856482335,0.99,1.0,2.397518290012101,2.787702953950675,0.8600336297001758,1.0
7,75,1,157,1,2904.434998383042,304.43499838304206,0.565001616957943,10.410944907637258,15.279435968814141,0.07051282051282051,0.4423076923076923,5.827153852804352,7.558094684094836,0.7709818540732156,0.25477707006369427,81,5,156,5,2903.6509544241185,303.6509544241185,1.3490455758815187,3.8640127493104046,6.414642778527195,0.6754966887417219,0.9470198675496688,3.5777544321583754,4.48439578183821,0.7978230749944665,0.9102564102564102,84,16,155,27,2903.2295235372553,303.2295235372553,1.770476462744682,2.5788570699517095,3.779267305895428,0.9296875,1.0,3.075417578152693,3.7949551434737296,0.8103962924150918,0.967741935483871,86,39,154,44,2903.0283849350967,303.0283849350967,1.9716150649032897,1.639589470026749,2.757765329864833,0.9636363636363636,1.0,2.815434577295661,3.2921518957591545,0.8551958313109472,1.0
8,74,1,158,1,2904.7907542813314,304.7907542813314,0.20924571866862607,6.9471958474459825,9.973769825899035,0.2356687898089172,0.802547770700637,4.724050601853691,5.875121376187875,0.804077107411002,0.5632911392405063,79,5,156,8,2903.0024786716904,303.00247867169037,1.997521328309631,2.9355014557727372,4.760878492486155,0.8243243243243243,1.0,3.1896027511746308,3.8705697806958366,0.8240654301293119,0.9935897435897436,81,16,156,24,2902.8533251585764,302.85332515857635,2.1466748414236463,1.4902439771476566,3.103266365039963,0.9545454545454546,1.0,2.8444441897667287,3.386628504530135,0.839904402257835,0.9935897435897436,82,39,156,49,2902.6545887003467,302.6545887003467,2.3454112996532785,1.3777997697593491,2.751470225477988,0.9719626168224299,1.0,2.4906575655989593,2.97025160337962,0.8385342045653751,1.0
9,76,1,157,1,2904.7142909851987,304.71429098519866,0.28570901480134125,4.167184779585796,6.706229456855908,0.5897435897435898,0.9743589743589743,3.950146152395767,4.869176380401479,0.8112555068440681,0.821656050955414,78,5,157,6,2904.7098101927313,304.7098101927313,0.29018980726868904,2.8756749584576937,5.194131583847593,0.7880794701986755,1.0,3.471447778717973,4.165479250940266,0.8333849647515036,0.9872611464968153,80,16,156,18,2903.5794665266394,303.5794665266394,1.4205334733605923,2.17949541687949,3.13655943986787,0.9637681159420289,1.0,3.0247612159622754,3.63242563129872,0.8327111200569347,1.0,83,39,155,55,2902.72205514415,302.7220551441501,2.27794485584991,1.05987124948183,1.900870458037844,1.0,1.0,2.5159663439414324,2.9878570505868334,0.8420638274670073,1.0
