eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,51,225,242.0,262,0.004138602613000081,1.475636075104724
1.0,51,192,204.0,223,0.004881784244280655,1.6413618365430391
10.0,51,171,186.0,209,0.005359957961114031,2.2416357304259846
100.0,51,152,169.0,189,0.005930922200255844,2.2255899325448842
400.0,51,146,158.0,176,0.006322836598065956,2.081665999466133
