eps,beta1_r0.5,beta1_r1.0,beta1_r2.0,beta1_r5.0,beta1_r10.0,beta1_r20.0
0.01,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.5196850393700787,0.8346456692913385,1.0,1.0,1.0,1.0
10.0,0.19083969465648856,0.35877862595419846,0.6564885496183206,0.9769230769230769,1.0,1.0
100.0,0.07575757575757576,0.13533834586466165,0.25735294117647056,0.582089552238806,0.8939393939393939,1.0
400.0,0.051470588235294115,0.08148148148148149,0.17037037037037037,0.36231884057971014,0.6764705882352942,0.9555555555555556
