eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,0,,,,,
10.0,0,,,,,
100.0,0,,,,,
400.0,51,1.0,5.0,7.0,0.20816326530612245,2.7080128015453204
