eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.006105759868092683,0.9733517386589883,0.9672459787908956
1.0,0,,,,0.006105759868092683,0.9733517386589883,0.9672459787908956
10.0,0,,,,0.006105759868092683,0.9733517386589883,0.9672459787908956
100.0,0,,,,0.006105759868092683,0.9733517386589883,0.9672459787908956
400.0,51,178.0,177.0,179.0,0.25757231939456093,1.0,0.7424276806054391
