run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,inf,False,False,2164,0.9510166358595195,0.0,1.0,0.0,0.0,False,False,False,106.0,inf,0.0,inf,106.0,inf,0.0,inf,106.0,106.0,106.0,,,,,,,inf
1,inf,inf,False,False,2164,0.9380776340110906,0.0,1.0,0.0,0.0,False,False,False,134.0,inf,0.0,inf,134.0,inf,0.0,inf,134.0,134.0,134.0,,,,,,,inf
2,inf,inf,False,False,2164,0.9477818853974121,0.0,1.0,0.0,0.0,False,False,False,113.0,inf,0.0,inf,113.0,inf,0.0,inf,113.0,113.0,113.0,,,,,,,inf
3,inf,inf,False,False,2164,0.9463955637707948,0.0,1.0,0.0,0.0,False,False,False,116.0,inf,0.0,inf,116.0,inf,0.0,inf,116.0,116.0,116.0,,,,,,,inf
4,inf,inf,False,False,2164,0.9477818853974121,0.0,1.0,0.0,0.0,False,False,False,113.0,inf,0.0,inf,113.0,inf,0.0,inf,113.0,113.0,113.0,,,,,,,inf
5,inf,inf,False,False,2164,0.9505545286506469,0.0,1.0,0.0,0.0,False,False,False,102.0,inf,0.0,inf,122.0,inf,0.0,inf,102.0,102.0,122.0,,,,,,,inf
6,inf,inf,False,False,2164,0.9459334565619224,0.0,1.0,0.0,0.0,False,False,False,117.0,inf,0.0,inf,117.0,inf,0.0,inf,117.0,117.0,117.0,,,,,,,inf
7,inf,inf,False,False,2164,0.9426987060998152,0.0,1.0,0.0,0.0,False,False,False,108.0,inf,0.0,inf,140.0,inf,0.0,inf,124.0,124.0,140.0,,,,,,,inf
8,inf,inf,False,False,2164,0.9339186691312384,0.0,1.0,0.0,0.0,False,False,False,116.0,inf,0.0,inf,195.0,inf,0.0,inf,116.0,116.0,158.0,,,,,,,inf
9,inf,inf,False,False,2164,0.9413123844731978,0.0,1.0,0.0,0.0,False,False,False,127.0,inf,0.0,inf,127.0,inf,0.0,inf,127.0,127.0,127.0,,,,,,,inf
10,inf,inf,False,False,2164,0.9459334565619224,0.0,1.0,0.0,0.0,False,False,False,117.0,inf,0.0,inf,117.0,inf,0.0,inf,117.0,117.0,117.0,,,,,,,inf
11,inf,inf,False,False,2164,0.9385397412199631,0.0,1.0,0.0,0.0,False,False,False,125.0,inf,0.0,inf,155.0,inf,0.0,inf,125.0,125.0,125.0,,,,,,,inf
12,inf,inf,False,False,2164,0.9380776340110906,0.0,1.0,0.0,0.0,False,False,False,129.0,inf,0.0,inf,155.0,inf,0.0,inf,129.0,129.0,129.0,,,,,,,inf
13,inf,inf,False,False,2164,0.9524029574861368,0.0,1.0,0.0,0.0,False,False,False,100.0,inf,0.0,inf,128.0,inf,0.0,inf,100.0,100.0,100.0,,,,,,,inf
14,inf,inf,False,False,2164,0.9510166358595195,0.0,1.0,0.0,0.0,False,False,False,105.0,inf,0.0,inf,137.0,inf,0.0,inf,105.0,105.0,105.0,,,,,,,inf
15,inf,inf,False,False,2164,0.9560998151571165,0.0,1.0,0.0,0.0,False,False,False,95.0,inf,0.0,inf,95.0,inf,0.0,inf,95.0,95.0,95.0,,,,,,,inf
16,inf,inf,False,False,2164,0.9353049907578558,0.0,1.0,0.0,0.0,False,False,False,106.0,inf,0.0,inf,142.0,inf,0.0,inf,142.0,142.0,142.0,,,,,,,inf
17,inf,inf,False,False,2164,0.9491682070240296,0.0,1.0,0.0,0.0,False,False,False,110.0,inf,0.0,inf,110.0,inf,0.0,inf,110.0,110.0,110.0,,,,,,,inf
18,inf,inf,False,False,2164,0.9413123844731978,0.0,1.0,0.0,0.0,False,False,False,127.0,inf,0.0,inf,127.0,inf,0.0,inf,127.0,127.0,127.0,,,,,,,inf
19,inf,inf,False,False,2164,0.9505545286506469,0.0,1.0,0.0,0.0,False,False,False,107.0,inf,0.0,inf,107.0,inf,0.0,inf,107.0,107.0,107.0,,,,,,,inf
20,inf,inf,False,False,2164,0.9403881700554528,0.0,1.0,0.0,0.0,False,False,False,111.0,inf,0.0,inf,141.0,inf,0.0,inf,126.0,141.0,141.0,,,,,,,inf
21,inf,inf,False,False,2164,0.9468576709796673,0.0,1.0,0.0,0.0,False,False,False,107.0,inf,0.0,inf,119.0,inf,0.0,inf,119.0,119.0,119.0,,,,,,,inf
22,132.0,103.0,True,True,132,0.0,0.2196969696969697,1.0,0.0,0.0,True,False,False,159.0,103.0,0.0,159.0,inf,103.0,0.0,inf,159.0,159.0,159.0,-27.0,-27.0,-27.0,,,,159.0
