run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,2362.0,1.0,8.0,1.0,26.285639751304643,218.48218490999562,0.0,0.14285714285714285,154.85719174735854,187.2791888741054,0.8268788041978232,0.125,inf,,,,,,,,,,,,2362.0,1.0,8.0,1.0,26.285639751304643,218.48218490999562,0.0,0.14285714285714285,154.85719174735854,187.2791888741054,0.8268788041978232,0.125,2675.0,1.0,4.0,1.0,5.967496589079701,11.497768920835824,0.0,0.6666666666666666,167.58389051150408,183.237553149355,0.9145717547041693,0.25
1,2127.0,1.0,12.0,1.0,242.23785349447644,271.5241482698643,0.0,0.0,198.3164904757142,230.39814279978148,0.8607555949270538,0.08333333333333333,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,226.8762062567523,258.623720260152,0.0,0.0,198.20211015799654,227.83523830731698,0.8699361504854239,0.1,2631.0,2.0,5.0,2.0,206.25535325833084,213.6290497107845,0.0,0.0,174.6108612021267,221.4352901824324,0.7885412531050098,0.2
2,2526.0,1.0,6.0,1.0,23.314704646171776,34.06863852801662,0.0,0.0,150.13995059317193,184.15909478778846,0.8152730700929123,0.16666666666666666,inf,,,,,,,,,,,,2526.0,1.0,6.0,1.0,23.314704646171776,34.06863852801662,0.0,0.0,150.13995059317193,184.15909478778846,0.8152730700929123,0.16666666666666666,2675.0,1.0,4.0,1.0,11.092450078647289,11.723619217876058,0.0,0.0,156.2149616689647,188.59020496063346,0.8283301972208641,0.25
3,1885.0,1.0,19.0,1.0,282.5204599798468,343.50080687794747,0.0,0.0,143.39078581768047,160.5048552060437,0.8933735096898252,0.05263157894736842,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,231.58487099622562,247.54991367695752,0.1111111111111111,0.1111111111111111,142.81544566740408,158.9701526168642,0.8983789932667753,0.1,2638.0,2.0,5.0,2.0,36.0677495241257,100.5996439954125,0.0,0.0,125.0402732971289,159.57504418026062,0.7835828837739801,0.2
4,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
5,2717.0,1.0,4.0,1.0,12.962912974505798,13.872046105163282,0.3333333333333333,0.3333333333333333,142.95273550731403,179.51433229047086,0.7963304861697796,0.25,inf,,,,,,,,,,,,2717.0,1.0,4.0,1.0,12.962912974505798,13.872046105163282,0.3333333333333333,0.3333333333333333,142.95273550731403,179.51433229047086,0.7963304861697796,0.25,2717.0,1.0,4.0,1.0,12.962912974505798,13.872046105163282,0.3333333333333333,0.3333333333333333,142.95273550731403,179.51433229047086,0.7963304861697796,0.25
6,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
7,1113.0,1.0,74.0,1.0,545.4543053125053,627.6903527135953,0.0,0.0,178.482219148273,208.0209705587568,0.8580010883944011,0.013513513513513514,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,179.75507359053336,212.64257878358654,0.0,0.0,160.29805888762994,188.05754928557207,0.8523883220673669,0.1,2675.0,1.0,4.0,1.0,9.444144495349292,26.31252328241881,0.0,0.6666666666666666,180.72779595361504,203.13033749265438,0.8897134627177515,0.25
8,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,,inf,,,,,,,,,,,
9,2043.0,1.0,14.0,1.0,212.8056834032643,226.89851814346395,0.07692307692307693,0.07692307692307693,140.93407496824562,168.81941966461906,0.8348214633614357,0.07142857142857142,inf,,,,,,,,,,,,2203.0,1.0,10.0,1.0,205.29594752443882,212.49522841433242,0.1111111111111111,0.1111111111111111,142.0987268452197,173.12468673601896,0.8207883550535588,0.1,2520.0,2.0,6.0,2.0,113.63629672668367,196.52168572389814,0.25,0.25,130.9552075961496,145.48688452476813,0.9001169282297428,0.16666666666666666
