eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.023592734979863094,1.0,0.9764072650201369
1.0,51,53.0,37.0,68.0,0.06476666010548998,1.0,0.9352333398945101
10.0,51,119.0,103.0,160.0,0.10894105043160004,1.0,0.8910589495683999
100.0,51,161.0,144.0,178.0,0.22863634631522212,1.0,0.7713636536847779
400.0,51,176.0,173.0,179.0,0.23566079932351014,1.0,0.7643392006764899
