eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.6449657497009894,0.2142093436265449,0.1580044217317241
1.0,51,0.7616834135886659,0.6109889498149025,0.44921646672419074
10.0,51,0.6564944554285224,0.9441244734806155,0.6219375913349953
100.0,51,0.4376417233560091,1.0,0.4376417233560091
400.0,51,0.8191304347826087,1.0,0.8191304347826087
