run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,6.0,False,True,2164,0.9510166358595195,0.9972273567467652,1.0,0.9510166358595195,1.0771509611600315e-05,True,True,True,106.0,6.0,0.0,106.0,106.0,6.0,0.0,106.0,106.0,106.0,106.0,,,,,,,106.0
1,inf,3.0,False,True,2164,0.9380776340110906,0.9986136783733827,1.0,0.9380776340110906,1.0675019419776478e-05,True,True,True,134.0,3.0,0.0,134.0,134.0,3.0,0.0,134.0,134.0,134.0,134.0,,,,,,,134.0
2,inf,9.0,False,True,2164,0.9477818853974121,0.9958410351201479,1.0,0.9477818853974121,1.0770226307868885e-05,True,True,True,113.0,9.0,0.0,113.0,113.0,9.0,0.0,113.0,113.0,113.0,113.0,,,,,,,113.0
3,inf,6.0,False,True,2164,0.9463955637707948,0.9972273567467652,1.0,0.9463955637707948,1.0666315325007546e-05,True,True,True,116.0,6.0,0.0,116.0,116.0,6.0,0.0,116.0,116.0,116.0,116.0,,,,,,,116.0
4,inf,3.0,False,True,2164,0.9477818853974121,0.9986136783733827,1.0,0.9477818853974121,1.078193798169753e-05,True,True,True,113.0,3.0,0.0,113.0,113.0,3.0,0.0,113.0,113.0,113.0,113.0,,,,,,,113.0
5,647.0,9.0,True,True,647,0.8346213292117465,0.9860896445131375,1.0,0.8346213292117465,2.3628484433254226e-06,True,True,True,102.0,9.0,0.0,102.0,122.0,9.0,0.0,122.0,102.0,102.0,122.0,545.0,545.0,525.0,122.0,525.0,4.30327868852459,122.0
6,638.0,10.0,True,True,638,0.8166144200626959,0.9843260188087775,1.0,0.8166144200626959,2.3647375927030064e-06,True,True,True,117.0,10.0,0.0,117.0,117.0,10.0,0.0,117.0,117.0,117.0,117.0,521.0,521.0,521.0,117.0,521.0,4.452991452991453,117.0
7,629.0,8.0,True,True,629,0.8028616852146264,0.9872813990461049,1.0,0.8028616852146264,2.3775469745248246e-06,True,True,True,108.0,8.0,0.0,108.0,140.0,8.0,0.0,140.0,124.0,124.0,140.0,505.0,505.0,489.0,140.0,489.0,3.492857142857143,140.0
8,inf,9.0,False,True,2164,0.9339186691312384,0.9958410351201479,1.0,0.9339186691312384,1.0647320099770137e-05,True,True,True,116.0,9.0,0.0,116.0,195.0,9.0,0.0,195.0,116.0,116.0,158.0,,,,,,,195.0
9,710.0,6.0,True,True,710,0.8211267605633803,0.9915492957746479,1.0,0.8211267605633803,2.443188636863997e-06,True,True,True,127.0,6.0,0.0,127.0,127.0,6.0,0.0,127.0,127.0,127.0,127.0,583.0,583.0,583.0,127.0,583.0,4.590551181102362,127.0
