run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_f_best_tau,K_1_err_best_tau,K_1_depth_into_Ain,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_f_best_tau,K_5_err_best_tau,K_5_depth_into_Ain,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_f_best_tau,K_10pctN_err_best_tau,K_10pctN_depth_into_Ain,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_f_best_tau,K_25pctN_err_best_tau,K_25pctN_depth_into_Ain,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,342,1,98,1,716.8852461197175,16.88524611971752,0.48031701354261713,13.89428323444099,18.23844695881928,0.061855670103092786,0.26804123711340205,22.06057136573922,25.620267332785854,0.8610593745643182,0.01020408163265306,437,5,83,5,716.0129521877407,16.012952187740666,1.3526109455194728,7.4929256589328475,10.711424526330916,0.2948717948717949,0.7564102564102564,22.75984600800033,27.53514525411872,0.82657439421337,0.012048192771084338,519,8,72,8,714.2098200622826,14.209820062282574,3.1557430709775645,5.044292361170619,7.180726659685003,0.5,0.984375,21.26409544086689,23.53873184498053,0.9033662297912328,0.013888888888888888,586,16,64,16,713.3019220268781,13.30192202687806,4.063641106382079,3.5830830052139504,5.695217201100196,0.75,1.0,21.275527464298108,22.943488479636475,0.9273013335867051,0.015625
1,358,1,96,1,716.920810092654,16.92081009265405,0.4447530406060878,13.853814203629895,22.577741452814507,0.05263157894736842,0.2736842105263158,19.6111184579989,23.84521699749432,0.8224340529196968,0.010416666666666666,496,5,75,5,712.9882699577224,12.988269957722423,4.377293175537716,5.193994535870672,9.03936246198873,0.42857142857142855,0.8857142857142857,16.926548762304883,19.56827430906836,0.864999564854871,0.013333333333333334,501,8,74,8,712.9882699577224,12.988269957722423,4.377293175537716,5.086939240450647,9.026159208960962,0.4696969696969697,0.8939393939393939,16.91424210002362,19.489752692612367,0.867853090123355,0.013513513513513514,565,17,66,17,712.9628286883761,12.962828688376135,4.402734444884004,2.847897914877194,5.36399655308494,0.7551020408163265,1.0,16.777059879091304,18.782570046822205,0.8932249333966834,0.015151515151515152
2,335,1,100,1,716.6050388604585,16.605038860458535,0.7605242728016037,14.046572119445841,18.625385737952527,0.020202020202020204,0.2222222222222222,20.183677306688008,23.809650614324006,0.8477099321459763,0.01,433,5,84,5,715.3373012038568,15.337301203856782,2.0282619294033566,5.967928630667757,9.182282838725792,0.379746835443038,0.8607594936708861,19.14339611370385,22.60320959129938,0.8469326462854502,0.011904761904761904,456,8,80,8,715.2534853904409,15.253485390440915,2.112077742819224,4.471504971113291,7.9196723180262785,0.5555555555555556,0.9444444444444444,19.32376078683255,22.51957618634915,0.8580872316125635,0.0125,542,18,69,18,713.694098988803,13.694098988803034,3.6714641444571043,2.3816739709297963,4.017470592875611,0.8627450980392157,1.0,18.542415533556944,22.628190939383586,0.8194387073729571,0.014492753623188406
3,399,1,89,1,716.8589108826186,16.858910882618602,0.5066522506415367,12.917809943935424,18.20099472411694,0.13636363636363635,0.32954545454545453,19.2146673137249,23.709294574835738,0.8104276258863776,0.011235955056179775,516,5,72,5,714.9381541602867,14.938154160286672,2.427408972973467,5.872638152103832,8.425573985909137,0.43283582089552236,0.8507462686567164,21.74566388800025,24.574399893052632,0.8848909427142477,0.013888888888888888,532,7,70,7,713.7493840942309,13.74938409423089,3.616179039029248,4.689082965679404,7.448004029814706,0.5238095238095238,0.9365079365079365,21.870317650358764,24.677520485001942,0.8862445343182153,0.014285714285714285,657,14,56,14,712.7985763741232,12.798576374123172,4.566986759136967,2.50971915382695,4.283300840525749,0.9523809523809523,1.0,21.335291923458136,24.15631815252131,0.8832178723905103,0.017857142857142856
4,331,1,100,1,716.1865520327146,16.186552032714644,1.1790111005454946,22.56896739017111,30.35988678201884,0.010101010101010102,0.10101010101010101,17.582096665492898,20.125708372183723,0.8736138048086586,0.01,458,5,80,5,713.756852257042,13.756852257042055,3.6087108762180833,8.471250179294998,15.241800592248913,0.28,0.64,16.493183134650003,18.86580204022474,0.8742370506954353,0.0125,502,8,74,8,713.4797392701246,13.479739270124583,3.885823863135556,4.895518535063786,11.132093097081224,0.5151515151515151,0.7727272727272727,15.081507112943932,18.17160629158393,0.8299490353766271,0.013513513513513514,573,17,65,19,713.0489510310548,13.048951031054798,4.31661210220534,2.596219546237876,4.111151971098593,0.9130434782608695,1.0,14.396230674328244,17.37549904050373,0.8285362417948074,0.015384615384615385
5,417,1,86,1,717.067271177854,17.067271177853968,0.2982919554061709,11.280927130636883,15.076139954793145,0.12941176470588237,0.4235294117647059,22.70026256479553,26.859376807920942,0.8451522433722709,0.011627906976744186,511,5,73,5,716.078328289081,16.078328289081014,1.2872348441791246,5.97591422607195,10.599749795991192,0.4264705882352941,0.7647058823529411,20.58790076958857,24.075556727825674,0.8551370588159153,0.0136986301369863,528,8,71,8,715.4187299492128,15.418729949212775,1.9468331840473638,5.653706767378367,9.48123566032109,0.42857142857142855,0.8253968253968254,20.662129680094385,23.750218829547773,0.8699763917285899,0.014084507042253521,573,17,65,17,714.2675573474693,14.267557347469278,3.0980057857908605,4.622483958962221,6.5296255923152335,0.6041666666666666,1.0,21.71043842066609,24.404397696897636,0.8896117286035701,0.015384615384615385
6,371,1,93,1,716.6794969888318,16.67949698883183,0.6860661444283096,11.377538781194062,14.885491494090843,0.15217391304347827,0.41304347826086957,20.85111755766859,24.96573919375226,0.8351892726207216,0.010752688172043012,413,5,87,5,716.1685923866074,16.16859238660743,1.1969707466527097,7.564919945160568,11.966914212328334,0.2682926829268293,0.6951219512195121,19.564663926003554,23.861286943641385,0.8199333075459785,0.011494252873563218,446,9,82,9,714.7807063070358,14.780706307035757,2.5848568262243816,6.267853937710697,9.744455561111863,0.3835616438356164,0.8356164383561644,20.09761707535718,23.235658345913563,0.8649471762822564,0.012195121951219513,576,17,65,17,713.2074114614182,13.207411461418246,4.1581516718418925,2.280208363604345,3.73245445739276,0.9166666666666666,1.0,19.631123853769527,22.56466241580419,0.8699941302919726,0.015384615384615385
7,392,1,90,1,717.0117215904556,17.011721590455636,0.35384154280450275,9.699012521960412,16.063985870454736,0.15730337078651685,0.5056179775280899,19.39726211257163,23.65749151690572,0.8199204932065721,0.011111111111111112,441,5,83,5,716.6458412667175,16.645841266717525,0.7197218665426135,8.183937434920551,11.768400859517897,0.28205128205128205,0.7051282051282052,18.087929250050305,21.748990505745056,0.8316675316618639,0.012048192771084338,493,8,75,8,715.0186187535517,15.018618753551664,2.346944379708475,5.5972007620716795,8.86573954445114,0.4626865671641791,0.9253731343283582,17.12431619931043,21.24572304205933,0.8060123990795743,0.013333333333333334,559,17,67,17,712.3400702712187,12.340070271218678,5.02549286204146,3.235958181829858,5.754186909082137,0.72,1.0,17.015956668938042,20.541058284407924,0.8283875364812301,0.014925373134328358
8,487,1,76,1,716.9608351702216,16.96083517022157,0.4047279630385674,7.871125407396676,12.761741879456986,0.24,0.64,20.184623912849183,24.05092181437708,0.8392453340721139,0.013157894736842105,515,5,73,5,714.0687003525828,14.068700352582823,3.2968627806773156,6.527416317364384,11.915149964220769,0.38235294117647056,0.75,19.3955093733101,22.35786671285826,0.867502683614959,0.0136986301369863,543,7,69,7,713.7183743409404,13.718374340940386,3.647188792319753,5.072446574821015,8.792151391092034,0.5,0.8709677419354839,19.18680398965143,21.932578575648645,0.8748084008213335,0.014492753623188406,643,15,58,15,712.8755845791309,12.875584579130873,4.489978554129266,2.2451639665061975,5.380116267102882,0.7906976744186046,1.0,18.372324579530698,20.642905818435423,0.8900067045368704,0.017241379310344827
9,365,1,94,1,717.2615030406521,17.261503040652087,0.10406009260805149,11.477736533060465,17.360641018897628,0.11827956989247312,0.40860215053763443,20.758845350616006,24.938345130142267,0.8324066910729125,0.010638297872340425,403,5,88,5,715.9438067878806,15.94380678788059,1.4217563453795492,8.995580831793632,13.86255537984428,0.20481927710843373,0.5662650602409639,19.387812960341456,23.90251809395964,0.8111201039208047,0.011363636363636364,456,8,80,8,714.9886586852166,14.988658685216592,2.376904448043547,5.66563129497581,8.857993332204433,0.4305555555555556,0.875,19.70625844995117,25.0384468971881,0.7870399682084215,0.0125,537,18,70,18,714.0184849433085,14.018484943308522,3.347078189951617,3.6731551851688096,5.841208961248322,0.7307692307692307,1.0,18.81022402854363,22.74783376275851,0.8269017711628737,0.014285714285714285
