run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,inf,False,False,2164,0.966728280961183,0.0,1.0,0.0,0.0,False,False,False,71.0,inf,0.0,inf,76.0,inf,0.0,inf,76.0,76.0,76.0,,,,,,,inf
1,inf,45.0,False,True,2164,0.9459334565619224,0.9792051756007394,1.0,0.9459334565619224,1.0870575828646326e-05,True,True,True,117.0,45.0,0.0,117.0,117.0,45.0,0.0,117.0,117.0,117.0,117.0,,,,,,,117.0
2,inf,67.0,False,True,2164,0.9339186691312384,0.9690388170055453,1.0,0.9339186691312384,1.0844111246784915e-05,True,True,True,143.0,67.0,0.0,143.0,143.0,67.0,0.0,143.0,143.0,143.0,143.0,,,,,,,143.0
3,inf,57.0,False,True,2164,0.9431608133086876,0.9736598890942699,1.0,0.9431608133086876,1.0863955582308842e-05,True,True,True,123.0,57.0,0.0,123.0,123.0,57.0,0.0,123.0,123.0,123.0,123.0,,,,,,,123.0
4,inf,68.0,False,True,2164,0.9371534195933456,0.9685767097966729,1.0,0.9371534195933456,1.084952450260104e-05,True,True,True,136.0,68.0,0.0,136.0,136.0,68.0,0.0,136.0,136.0,136.0,136.0,,,,,,,136.0
5,inf,52.0,False,True,2164,0.9417744916820703,0.9759704251386322,1.0,0.9417744916820703,1.0861862856442365e-05,True,True,True,126.0,52.0,0.0,126.0,126.0,52.0,0.0,126.0,126.0,126.0,126.0,,,,,,,126.0
6,inf,67.0,False,True,2164,0.9422365988909427,0.9690388170055453,1.0,0.9422365988909427,1.0859970858874518e-05,True,True,True,125.0,67.0,0.0,125.0,125.0,67.0,0.0,125.0,125.0,125.0,125.0,,,,,,,125.0
7,inf,53.0,False,True,2164,0.9459334565619224,0.9755083179297597,1.0,0.9459334565619224,1.0873224240998771e-05,True,True,True,117.0,53.0,0.0,117.0,117.0,53.0,0.0,117.0,117.0,117.0,117.0,,,,,,,117.0
8,inf,73.0,False,True,2164,0.9329944547134935,0.9662661737523105,1.0,0.9329944547134935,1.084019603454613e-05,True,True,True,145.0,73.0,0.0,145.0,145.0,73.0,0.0,145.0,145.0,145.0,145.0,,,,,,,145.0
9,inf,66.0,False,True,2164,0.9390018484288355,0.9695009242144177,1.0,0.9390018484288355,1.0854739978483543e-05,True,True,True,132.0,66.0,0.0,132.0,132.0,66.0,0.0,132.0,132.0,132.0,132.0,,,,,,,132.0
10,inf,55.0,False,True,2164,0.9417744916820703,0.9745841035120147,1.0,0.9417744916820703,1.0861697114243789e-05,True,True,True,126.0,55.0,0.0,126.0,126.0,55.0,0.0,126.0,126.0,126.0,126.0,,,,,,,126.0
