run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,34.0,False,True,2164,0.9574861367837338,0.9842883548983364,1.0,0.9574861367837338,1.0896315303288792e-05,True,True,True,92.0,34.0,0.0,92.0,92.0,34.0,0.0,92.0,92.0,92.0,92.0,,,,,,,92.0
1,inf,44.0,False,True,2164,0.9565619223659889,0.9796672828096118,1.0,0.9565619223659889,1.0894578546927641e-05,True,True,True,94.0,44.0,0.0,94.0,94.0,44.0,0.0,94.0,94.0,94.0,94.0,,,,,,,94.0
2,inf,36.0,False,True,2164,0.9602587800369686,0.9833641404805915,1.0,0.9602587800369686,1.0900307338437349e-05,True,True,True,86.0,36.0,0.0,86.0,86.0,36.0,0.0,86.0,86.0,86.0,86.0,,,,,,,86.0
3,inf,33.0,False,True,2164,0.960720887245841,0.9847504621072088,1.0,0.960720887245841,1.0903092958929112e-05,True,True,True,85.0,33.0,0.0,85.0,85.0,33.0,0.0,85.0,85.0,85.0,85.0,,,,,,,85.0
4,inf,37.0,False,True,2164,0.9597966728280961,0.982902033271719,1.0,0.9597966728280961,1.0901091098376987e-05,True,True,True,87.0,37.0,0.0,87.0,87.0,37.0,0.0,87.0,87.0,87.0,87.0,,,,,,,87.0
5,inf,39.0,False,True,2164,0.9597966728280961,0.9819778188539742,1.0,0.9597966728280961,1.0900164644963283e-05,True,True,True,87.0,39.0,0.0,87.0,87.0,39.0,0.0,87.0,87.0,87.0,87.0,,,,,,,87.0
6,inf,43.0,False,True,2164,0.955637707948244,0.9801293900184843,1.0,0.955637707948244,1.089214829778121e-05,True,True,True,92.0,43.0,0.0,92.0,98.0,43.0,0.0,98.0,98.0,98.0,98.0,,,,,,,98.0
7,inf,39.0,False,True,2164,0.9574861367837338,0.9819778188539742,1.0,0.9574861367837338,1.089624657985953e-05,True,True,True,92.0,39.0,0.0,92.0,92.0,39.0,0.0,92.0,92.0,92.0,92.0,,,,,,,92.0
8,inf,37.0,False,True,2164,0.9597966728280961,0.982902033271719,1.0,0.9597966728280961,1.0901820255974276e-05,True,True,True,87.0,37.0,0.0,87.0,87.0,37.0,0.0,87.0,87.0,87.0,87.0,,,,,,,87.0
9,inf,38.0,False,True,2164,0.9602587800369686,0.9824399260628466,1.0,0.9602587800369686,1.0900426165674323e-05,True,True,True,86.0,38.0,0.0,86.0,86.0,38.0,0.0,86.0,86.0,86.0,86.0,,,,,,,86.0
10,inf,37.0,False,True,2164,0.9579482439926063,0.982902033271719,1.0,0.9579482439926063,1.0894602311206857e-05,True,True,True,91.0,37.0,0.0,91.0,91.0,37.0,0.0,91.0,91.0,91.0,91.0,,,,,,,91.0
11,inf,43.0,False,True,2164,0.9565619223659889,0.9801293900184843,1.0,0.9565619223659889,1.0893641323621625e-05,True,True,True,94.0,43.0,0.0,94.0,94.0,43.0,0.0,94.0,94.0,94.0,94.0,,,,,,,94.0
12,inf,41.0,False,True,2164,0.9588724584103512,0.9810536044362292,1.0,0.9588724584103512,1.0898756736542752e-05,True,True,True,89.0,41.0,0.0,89.0,89.0,41.0,0.0,89.0,89.0,89.0,89.0,,,,,,,89.0
13,inf,31.0,False,True,2164,0.9611829944547134,0.9856746765249538,1.0,0.9611829944547134,1.0902869355074279e-05,True,True,True,84.0,31.0,0.0,84.0,84.0,31.0,0.0,84.0,84.0,84.0,84.0,,,,,,,84.0
14,inf,32.0,False,True,2164,0.9621072088724584,0.9852125693160814,1.0,0.9621072088724584,1.09063202052029e-05,True,True,True,82.0,32.0,0.0,82.0,82.0,32.0,0.0,82.0,82.0,82.0,82.0,,,,,,,82.0
15,inf,38.0,False,True,2164,0.9588724584103512,0.9824399260628466,1.0,0.9588724584103512,1.0898079021191425e-05,True,True,True,89.0,38.0,0.0,89.0,89.0,38.0,0.0,89.0,89.0,89.0,89.0,,,,,,,89.0
16,inf,41.0,False,True,2164,0.9551756007393716,0.9810536044362292,1.0,0.9551756007393716,1.0893232749944325e-05,True,True,True,97.0,41.0,0.0,97.0,97.0,41.0,0.0,97.0,97.0,97.0,97.0,,,,,,,97.0
17,inf,41.0,False,True,2164,0.9602587800369686,0.9810536044362292,1.0,0.9602587800369686,1.090189420055392e-05,True,True,True,86.0,41.0,0.0,86.0,86.0,41.0,0.0,86.0,86.0,86.0,86.0,,,,,,,86.0
18,inf,37.0,False,True,2164,0.9574861367837338,0.982902033271719,1.0,0.9574861367837338,1.0895462877400856e-05,True,True,True,92.0,37.0,0.0,92.0,92.0,37.0,0.0,92.0,92.0,92.0,92.0,,,,,,,92.0
19,inf,32.0,False,True,2164,0.9588724584103512,0.9852125693160814,1.0,0.9588724584103512,1.0899240221588357e-05,True,True,True,89.0,32.0,0.0,89.0,89.0,32.0,0.0,89.0,89.0,89.0,89.0,,,,,,,89.0
20,inf,37.0,False,True,2164,0.9593345656192237,0.982902033271719,1.0,0.9593345656192237,1.0900618363891784e-05,True,True,True,88.0,37.0,0.0,88.0,88.0,37.0,0.0,88.0,88.0,88.0,88.0,,,,,,,88.0
21,inf,36.0,False,True,2164,0.961645101663586,0.9833641404805915,1.0,0.961645101663586,1.0904623871276237e-05,True,True,True,83.0,36.0,0.0,83.0,83.0,36.0,0.0,83.0,83.0,83.0,83.0,,,,,,,83.0
22,inf,40.0,False,True,2164,0.9588724584103512,0.9815157116451017,1.0,0.9588724584103512,1.0898438551512362e-05,True,True,True,89.0,40.0,0.0,89.0,89.0,40.0,0.0,89.0,89.0,89.0,89.0,,,,,,,89.0
23,inf,37.0,False,True,2164,0.9593345656192237,0.982902033271719,1.0,0.9593345656192237,1.090095288957487e-05,True,True,True,88.0,37.0,0.0,88.0,88.0,37.0,0.0,88.0,88.0,88.0,88.0,,,,,,,88.0
24,inf,38.0,False,True,2164,0.9584103512014788,0.9824399260628466,1.0,0.9584103512014788,1.0895857246618858e-05,True,True,True,90.0,38.0,0.0,90.0,90.0,38.0,0.0,90.0,90.0,90.0,90.0,,,,,,,90.0
25,inf,43.0,False,True,2164,0.9574861367837338,0.9801293900184843,1.0,0.9574861367837338,1.0894661861901707e-05,True,True,True,92.0,43.0,0.0,92.0,92.0,43.0,0.0,92.0,92.0,92.0,92.0,,,,,,,92.0
26,inf,40.0,False,True,2164,0.9593345656192237,0.9815157116451017,1.0,0.9593345656192237,1.0898157282219055e-05,True,True,True,88.0,40.0,0.0,88.0,88.0,40.0,0.0,88.0,88.0,88.0,88.0,,,,,,,88.0
27,inf,40.0,False,True,2164,0.9570240295748613,0.9815157116451017,1.0,0.9570240295748613,1.0894028741004544e-05,True,True,True,93.0,40.0,0.0,93.0,93.0,40.0,0.0,93.0,93.0,93.0,93.0,,,,,,,93.0
28,inf,31.0,False,True,2164,0.9584103512014788,0.9856746765249538,1.0,0.9584103512014788,1.0897464352531676e-05,True,True,True,90.0,31.0,0.0,90.0,90.0,31.0,0.0,90.0,90.0,90.0,90.0,,,,,,,90.0
