run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,inf,inf,False,False,2164,0.23475046210720887,0.0,0.20841035120147874,0.0,0.0,False,False,False,137.0,inf,0.0,inf,inf,inf,inf,inf,142.0,142.0,142.0,,,,,,,inf
1,inf,75.0,False,True,2164,0.9533271719038817,0.9653419593345656,1.0,0.9533271719038817,1.073082524154153e-05,True,True,True,101.0,75.0,0.0,101.0,101.0,75.0,0.0,101.0,101.0,101.0,101.0,,,,,,,101.0
2,inf,83.0,False,True,2164,0.9454713493530499,0.961645101663586,1.0,0.9454713493530499,1.072359028837398e-05,True,True,True,116.0,83.0,0.0,116.0,121.0,83.0,0.0,121.0,121.0,121.0,121.0,,,,,,,121.0
3,inf,inf,False,False,2164,0.9473197781885397,0.0,1.0,0.0,0.0,False,False,False,114.0,inf,0.0,inf,114.0,inf,0.0,inf,114.0,114.0,114.0,,,,,,,inf
4,inf,80.0,False,True,2164,0.9468576709796673,0.9630314232902033,1.0,0.9468576709796673,1.0719721724508899e-05,True,True,True,108.0,80.0,0.0,108.0,119.0,80.0,0.0,119.0,119.0,119.0,119.0,,,,,,,119.0
5,inf,inf,False,False,2164,0.9200554528650647,0.0,0.23105360443622922,0.0,0.0,False,False,False,127.0,inf,0.0,inf,194.0,inf,inf,inf,127.0,137.0,194.0,,,,,,,inf
6,inf,100.0,False,True,2164,0.9390018484288355,0.9537892791127541,0.9898336414048059,0.9288354898336414,1.032975518900589e-05,True,True,True,132.0,100.0,0.0,132.0,132.0,100.0,368.0,368.0,132.0,132.0,132.0,,,,,,,368.0
7,inf,82.0,False,True,2164,0.9390018484288355,0.9621072088724584,1.0,0.9390018484288355,1.0715825694745287e-05,True,True,True,130.0,82.0,0.0,130.0,136.0,82.0,0.0,136.0,136.0,136.0,136.0,,,,,,,136.0
8,inf,71.0,False,True,2164,0.9399260628465804,0.9671903881700554,1.0,0.9399260628465804,1.0642337138186003e-05,True,True,True,107.0,71.0,0.0,107.0,135.0,71.0,0.0,135.0,135.0,135.0,135.0,,,,,,,135.0
9,inf,82.0,False,True,2164,0.9408502772643254,0.9621072088724584,1.0,0.9408502772643254,1.0721174455029181e-05,True,True,True,125.0,82.0,0.0,125.0,161.0,82.0,0.0,161.0,125.0,125.0,125.0,,,,,,,161.0
10,inf,83.0,False,True,2164,0.9450092421441775,0.961645101663586,1.0,0.9450092421441775,1.0770111675323028e-05,True,True,True,119.0,83.0,0.0,119.0,119.0,83.0,0.0,119.0,119.0,119.0,119.0,,,,,,,119.0
11,inf,84.0,False,True,2164,0.9454713493530499,0.9611829944547134,1.0,0.9454713493530499,1.073219778844078e-05,True,True,True,118.0,84.0,0.0,118.0,118.0,84.0,0.0,118.0,118.0,118.0,118.0,,,,,,,118.0
12,inf,74.0,False,True,2164,0.9514787430683919,0.9658040665434381,1.0,0.9514787430683919,1.076730246594473e-05,True,True,True,104.0,74.0,0.0,104.0,108.0,74.0,0.0,108.0,108.0,108.0,108.0,,,,,,,108.0
13,inf,inf,False,False,2164,0.25231053604436227,0.0,0.12338262476894639,0.0,0.0,False,False,False,184.0,inf,0.0,inf,inf,inf,inf,inf,184.0,184.0,184.0,,,,,,,inf
14,inf,75.0,False,True,2164,0.9366913123844732,0.9653419593345656,1.0,0.9366913123844732,1.0780621985743485e-05,True,True,True,137.0,75.0,0.0,137.0,137.0,75.0,0.0,137.0,137.0,137.0,137.0,,,,,,,137.0
15,inf,88.0,False,True,2164,0.9371534195933456,0.9593345656192237,1.0,0.9371534195933456,1.0722411218757928e-05,True,True,True,136.0,88.0,0.0,136.0,136.0,88.0,0.0,136.0,136.0,136.0,136.0,,,,,,,136.0
16,inf,96.0,False,True,2164,0.9325323475046211,0.955637707948244,1.0,0.9325323475046211,1.0741397018983816e-05,True,True,True,146.0,96.0,0.0,146.0,146.0,96.0,0.0,146.0,146.0,146.0,146.0,,,,,,,146.0
17,inf,100.0,False,True,2164,0.9376155268022182,0.9537892791127541,1.0,0.9376155268022182,1.0765825271542664e-05,True,True,True,135.0,100.0,0.0,135.0,135.0,100.0,0.0,135.0,135.0,135.0,135.0,,,,,,,135.0
18,inf,74.0,False,True,2164,0.9514787430683919,0.9658040665434381,1.0,0.9514787430683919,1.077841032798881e-05,True,True,True,102.0,74.0,0.0,102.0,117.0,74.0,0.0,117.0,102.0,102.0,117.0,,,,,,,117.0
19,inf,99.0,False,True,2164,0.9366913123844732,0.9542513863216266,1.0,0.9366913123844732,1.0654618195783852e-05,True,True,True,134.0,99.0,0.0,134.0,145.0,99.0,0.0,145.0,134.0,145.0,145.0,,,,,,,145.0
20,inf,81.0,False,True,2164,0.9459334565619224,0.9625693160813309,1.0,0.9459334565619224,1.0776439235764422e-05,True,True,True,109.0,81.0,0.0,109.0,138.0,81.0,0.0,138.0,109.0,109.0,109.0,,,,,,,138.0
21,inf,inf,False,False,2164,0.9394639556377079,0.0,1.0,0.0,0.0,False,False,False,131.0,inf,0.0,inf,131.0,inf,0.0,inf,131.0,131.0,131.0,,,,,,,inf
22,inf,72.0,False,True,2164,0.9510166358595195,0.966728280961183,1.0,0.9510166358595195,1.0739696805482045e-05,True,True,True,106.0,72.0,0.0,106.0,106.0,72.0,0.0,106.0,106.0,106.0,106.0,,,,,,,106.0
