eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,2,1311.0,1357.5,1404.0,2.7967725245067192e-05,0.0
10.0,51,177.0,297.0,377.0,0.0033763654419066533,1.1629703349613008
100.0,51,0.0,3.0,5.0,0.34459459459459457,2.9999999999999996
400.0,51,0.0,0.0,0.0,0.0,0.0
