eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.4878130549816969,0.07693631981443225,0.03798340038418325
1.0,2,0.4867081682007522,0.07807744296604169,0.038546771983705895
10.0,51,0.592717643164515,0.5140681893412777,0.2707712677921218
100.0,51,1.0,1.0,1.0
400.0,51,0.0,0.0,0.0
