eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,2,1378.0,1393.5,1409.0,2.7844294704015148e-05,0.0
10.0,17,653.0,869.0,1105.0,0.00032327381291954283,0.7618333197283512
100.0,42,354.0,510.5,1799.0,0.00107958050586058,4.361736511227394
400.0,51,140.0,298.0,515.0,0.003347994485656141,1.9496324439921149
