eps,g2g3_r0.5,g2g3_r1.0,g2g3_r2.0,g2g3_r5.0,g2g3_r10.0,g2g3_r20.0
0.01,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.803921568627451
1.0,0.0,0.0,0.058823529411764705,0.09803921568627451,0.09803921568627451,0.7254901960784313
10.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0,0.0,0.0,0.0
