eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,51,30.0,26,40,0.33841172101572714,1.0,0.6615882789842729
1.0,51,58.0,52,73,0.3631696163786778,1.0,0.6368303836213223
10.0,51,93.0,85,110,0.36513636347166056,1.0,0.6348636365283394
100.0,51,170.0,164,176,0.2997878236452944,1.0,0.7002121763547056
400.0,51,179.0,179,180,0.23829778368562965,1.0,0.7617022163143703
