eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,51,857,1009.0,1099,0.0009953355842229551,1.639595272916881
1.0,51,512,639.0,706,0.0015714549824366797,1.5826001494612327
10.0,51,277,376.0,425,0.002702559482804303,1.387950336238871
100.0,51,11,30.0,51,0.033819628647214856,1.369306393762915
400.0,51,0,1.0,3,1.1590909090909092,3.958114029012639
