eps,n_hits,l2_rate,l3_rate,gamma
0.01,51,0.1954370694197779,0.36158004644899394,0.08676984328343644
1.0,51,0.11382264127688421,0.3361989277130708,0.03115178406359771
10.0,51,0.08192464628265593,0.5135392930952255,0.0412272799533676
100.0,51,0.34350132625994695,1.0,0.34350132625994695
400.0,51,1.0,1.0,1.0
