run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,105.0,9.0,True,True,105,0.0,0.9142857142857143,1.0,0.0,0.0,True,False,False,inf,9.0,0.0,inf,inf,9.0,0.0,inf,inf,inf,inf,,,,,,,inf
1,54.0,14.0,True,True,54,0.0,0.7407407407407407,1.0,0.0,0.0,True,False,False,inf,14.0,0.0,inf,inf,14.0,0.0,inf,inf,inf,inf,,,,,,,inf
2,78.0,12.0,True,True,78,0.0,0.8461538461538461,1.0,0.0,0.0,True,False,False,inf,12.0,0.0,inf,inf,12.0,0.0,inf,inf,inf,inf,,,,,,,inf
3,54.0,13.0,True,True,54,0.0,0.7592592592592593,1.0,0.0,0.0,True,False,False,1003.0,13.0,0.0,1003.0,inf,13.0,0.0,inf,1003.0,1059.0,1059.0,-949.0,-1005.0,-1005.0,,,,1220.0
4,56.0,14.0,True,True,56,0.0,0.75,1.0,0.0,0.0,True,False,False,inf,14.0,0.0,inf,inf,14.0,0.0,inf,inf,inf,inf,,,,,,,inf
5,96.0,14.0,True,True,96,0.0,0.8541666666666666,1.0,0.0,0.0,True,False,False,inf,14.0,0.0,inf,inf,14.0,0.0,inf,inf,inf,inf,,,,,,,inf
6,70.0,6.0,True,True,70,0.0,0.9142857142857143,1.0,0.0,0.0,True,False,False,inf,6.0,0.0,inf,inf,6.0,0.0,inf,inf,inf,inf,,,,,,,inf
7,32.0,8.0,True,True,32,0.0,0.75,1.0,0.0,0.0,True,False,False,inf,8.0,0.0,inf,inf,8.0,0.0,inf,inf,inf,inf,,,,,,,inf
8,74.0,14.0,True,True,74,0.0,0.8108108108108109,1.0,0.0,0.0,True,False,False,inf,14.0,0.0,inf,inf,14.0,0.0,inf,inf,inf,inf,,,,,,,inf
9,74.0,18.0,True,True,74,0.0,0.7567567567567568,1.0,0.0,0.0,True,False,False,inf,18.0,0.0,inf,inf,18.0,0.0,inf,inf,inf,inf,,,,,,,inf
