eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,0,,,,,
10.0,0,,,,,
100.0,0,,,,,
400.0,40,65.0,80.0,100.0,0.009263547938860583,1.230894813059315
