eps,n_hits,l2_rate,l3_rate,gamma
0.01,0,0.9444655866043274,0.9172556268348374,0.8892754883838933
1.0,0,0.9444655866043274,0.9172556268348374,0.8892754883838933
10.0,0,0.9444655866043274,0.9172556268348374,0.8892754883838933
100.0,0,0.9444655866043274,0.9172556268348374,0.8892754883838933
400.0,40,0.8188142994596995,0.6647176374805713,0.5956998001628303
