eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,2,122.0,120,124,0.127495783512894,0.8217309885344606,0.6942352050215665
1.0,2,133.5,132,135,0.12741919967662724,0.8224596890026761,0.6950404893260489
10.0,2,140.5,139,142,0.12736382139351757,0.8225314332262345,0.6951676118327169
100.0,18,58.0,49,167,0.12743782412503699,0.8218529734519318,0.6944151493268947
400.0,51,178.0,176,180,0.23219373065791654,1.0,0.7678062693420835
