eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,2,212,221.5,231,0.00017003910899506886,0.0
1.0,2,161,168.0,175,0.00022444170126809562,0.0
10.0,2,132,138.0,144,0.00027277686852154935,0.0
100.0,18,42,642.0,742,0.0005132591958939265,3.018094411636425
400.0,51,0,6.0,12,0.15644171779141106,1.964971020425266
