run,K_1_tau,K_1_K_used,K_1_N,K_1_n_in,K_1_gap_med,K_1_gap_q80,K_1_gap_le_5,K_1_gap_le_10,K_1_r50,K_1_r80,K_1_tight,K_1_beta_r,K_5_tau,K_5_K_used,K_5_N,K_5_n_in,K_5_gap_med,K_5_gap_q80,K_5_gap_le_5,K_5_gap_le_10,K_5_r50,K_5_r80,K_5_tight,K_5_beta_r,K_10pctN_tau,K_10pctN_K_used,K_10pctN_N,K_10pctN_n_in,K_10pctN_gap_med,K_10pctN_gap_q80,K_10pctN_gap_le_5,K_10pctN_gap_le_10,K_10pctN_r50,K_10pctN_r80,K_10pctN_tight,K_10pctN_beta_r,K_25pctN_tau,K_25pctN_K_used,K_25pctN_N,K_25pctN_n_in,K_25pctN_gap_med,K_25pctN_gap_q80,K_25pctN_gap_le_5,K_25pctN_gap_le_10,K_25pctN_r50,K_25pctN_r80,K_25pctN_tight,K_25pctN_beta_r
0,921,1,104,1,0.07231867360496835,0.10213549280124426,1.0,1.0,1.43430221045194,1.9128650892713566,0.749818802432267,1.0,924,5,103,5,0.054264831983005024,0.07873691314352983,1.0,1.0,1.2380322165755615,1.432787705625433,0.8640723337552245,1.0,926,11,103,13,0.04781986279147077,0.06958996805497009,1.0,1.0,1.0120094233712162,1.2375386851106713,0.8177598288822088,1.0,930,26,102,27,0.028446442896438384,0.04480241672599732,1.0,1.0,1.0301732820075393,1.2791099875506664,0.8053828771833692,1.0
1,1400,1,44,1,0.043929710534712285,0.06309783061979034,1.0,1.0,0.8388510883766962,1.239784896191257,0.6766101853262857,1.0,1403,5,44,6,0.027906184158496217,0.05035690095191967,1.0,1.0,1.1257208656151816,1.7010164031520032,0.6617930688553078,1.0,1403,5,44,6,0.027906184158496217,0.05035690095191967,1.0,1.0,1.1257208656151816,1.7010164031520032,0.6617930688553078,1.0,1405,11,44,15,0.019019013549268493,0.036167924844630765,1.0,1.0,0.6961595557359093,1.149596420112643,0.6055686530997515,1.0
2,811,1,126,1,0.07775823512520219,0.10679612912131234,1.0,1.0,1.3877006473223334,2.113952088076955,0.6564484858238738,1.0,814,5,126,6,0.051531459242482924,0.08564256110066708,1.0,1.0,1.683500282932662,2.721306142475865,0.6186368584759819,1.0,815,13,126,19,0.04746539818643214,0.07223203828198167,1.0,1.0,1.4238567564464804,2.00489214647009,0.7101911985407251,1.0,817,32,125,40,0.03210809178654017,0.05238317433072553,1.0,1.0,1.4733857828249535,2.070098941773965,0.7117465513809403,1.0
3,631,1,174,1,0.7023867788491316,0.94605001995792,1.0,1.0,5.512305736108892,7.207945787484107,0.764754050409268,0.3735632183908046,635,5,173,7,0.4359652737895203,0.6204298512839159,1.0,1.0,5.6586178462608085,7.033617175459902,0.8045103543598551,0.3179190751445087,638,18,172,25,0.2927398094846012,0.45715213202902305,1.0,1.0,4.650247819162468,5.890151616664114,0.7894954360777787,0.6046511627906976,640,43,172,51,0.19611635254273097,0.34632088387229487,1.0,1.0,4.077003569954918,5.376246591972916,0.7583364156030619,0.7325581395348837
4,932,1,102,1,0.32910169065939954,0.4644849355286169,1.0,1.0,4.93744110565709,6.597760118374686,0.7483511096298232,0.5098039215686274,935,5,101,6,0.23877607147301205,0.36757619528298163,1.0,1.0,4.562686343575186,6.145041347303363,0.7424988841738935,0.6039603960396039,937,11,101,13,0.18200380099085578,0.27164636431857625,1.0,1.0,4.071665867437187,5.654162817548693,0.7201182560219266,0.6831683168316832,941,25,100,28,0.11221375975503634,0.22949542339306392,1.0,1.0,4.330454173477489,6.180844029984222,0.7006250525769283,0.63
5,763,1,138,1,3.4472192990806434,6.917877832038222,0.6715328467153284,0.9708029197080292,9.075274302286376,18.08879830916661,0.501706865606845,0.036231884057971016,773,5,135,7,2.167337757069731,4.978542315559803,0.796875,1.0,7.305469468835529,11.48106677493929,0.6363058078175979,0.1111111111111111,776,14,135,14,1.833892067912302,4.3052479524997125,0.8264462809917356,1.0,7.133244607156136,10.2606554542651,0.6952035997067832,0.0962962962962963,781,34,133,34,1.210015442039321,3.2221409465587407,0.8282828282828283,1.0,6.165672068022714,9.760970472959366,0.6316658866147952,0.2556390977443609
6,647,1,169,1,3.3563986228638214,4.74953936883926,0.8333333333333334,0.9702380952380952,10.824859462247712,17.00827528920522,0.6364466283726025,0.047337278106508875,652,5,168,5,2.141069370632067,3.722733924695376,0.9202453987730062,0.9754601226993865,10.5909064646122,15.819420019599534,0.6694876583016668,0.005952380952380952,656,17,167,18,1.4592285469991566,2.8820653489755843,0.9530201342281879,0.9865771812080537,10.205585962097588,15.224022633360729,0.6703606666830532,0.011976047904191617,660,42,166,43,1.0809658229709385,2.489733985525936,0.975609756097561,1.0,7.123316565718963,12.720391260478111,0.5599919389155035,0.12650602409638553
7,1144,1,70,2,0.06590668031708447,0.10308019083922773,1.0,1.0,1.0081379366336711,1.7161235778847264,0.5874506647570742,1.0,1145,5,70,7,0.04870225625791136,0.08802601418328777,1.0,1.0,1.1607290047263532,1.7437303773504205,0.6656585328805641,1.0,1145,7,70,7,0.04870225625791136,0.08802601418328777,1.0,1.0,1.1607290047263532,1.7437303773504205,0.6656585328805641,1.0,1146,18,69,18,0.04707096911079134,0.07802415484252379,1.0,1.0,1.2477026251479488,2.1990080405984753,0.567393389252173,1.0
8,1014,1,88,1,0.14864184200564523,0.20218593137606147,1.0,1.0,1.5872660645075212,2.087932795729441,0.7602093648579303,1.0,1015,5,88,5,0.12013476602942319,0.18240583053616322,1.0,1.0,2.6600692980343625,3.9550129833697296,0.6725816853748844,0.9545454545454546,1016,9,88,17,0.10318950299165408,0.16602104887670066,1.0,1.0,2.1018172959198793,3.5213665317958465,0.5968754677883482,0.9545454545454546,1017,22,87,26,0.08442463012147527,0.127002182652177,1.0,1.0,2.1962778276005306,3.508963608616608,0.6259049886431859,0.9770114942528736
9,701,1,154,1,3.928516237099757,6.607251488057911,0.6339869281045751,0.9673202614379085,11.346569755768154,24.930366057420095,0.45513049145104884,0.01948051948051948,710,5,151,5,2.63474549408852,5.535243814188789,0.7602739726027398,0.9931506849315068,11.053784059758266,22.878682431438325,0.48314775524699405,0.033112582781456956,718,15,149,16,1.772135795312579,3.960205164784703,0.849624060150376,1.0,9.280689378317552,21.79933853592743,0.42573261399753365,0.04697986577181208,725,37,147,37,1.1374811340466522,3.6678410315637398,0.8636363636363636,1.0,9.653079808938953,17.344196704171726,0.5565596362624935,0.061224489795918366
