eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,0,,,,0.14329785633713066,0.7673125044896696,0.6240146481525389
1.0,0,,,,0.14329785633713066,0.7673125044896696,0.6240146481525389
10.0,0,,,,0.14329785633713066,0.7673125044896696,0.6240146481525389
100.0,0,,,,0.14329785633713066,0.7673125044896696,0.6240146481525389
400.0,51,168.0,166.0,171.0,0.22166784958655014,1.0,0.7783321504134498
