eps,n_hits,tau_first,tau_median,tau_max,p_hat,clustering
0.01,0,,,,,
1.0,0,,,,,
10.0,0,,,,,
100.0,0,,,,,
400.0,51,29.0,37.0,44.0,0.02671555788370875,1.6666666666666665
