eps,n_hits,l2_rate,l3_rate,gamma
0.01,1,0.50319326809747,0.09415344132883809,0.023654852945207357
1.0,50,0.2800964133197097,0.26998349445885406,0.06782991432838167
10.0,51,0.2512008308451253,0.44558397161279156,0.11168808689255269
100.0,51,0.45407098121085593,1.0,0.45407098121085593
400.0,51,1.0,1.0,1.0
