eps,n_hits,N_tau_median,N_tau_min,N_tau_max,F_minus,F_plus,Delta_F
0.01,1,20.0,20,20,0.13343295772922942,1.0,0.8665670422707705
1.0,50,52.0,35,63,0.25237595479743063,1.0,0.7476240452025693
10.0,51,80.0,72,94,0.2578996692671478,1.0,0.7421003307328522
100.0,51,169.0,158,177,0.24189501153713894,1.0,0.758104988462861
400.0,51,179.0,178,180,0.2225304405571395,1.0,0.7774695594428604
