run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,96.0,83.0,True,True,96,0.0,0.13541666666666666,1.0,0.0,0.0,True,False,False,129.0,83.0,0.0,129.0,inf,83.0,0.0,inf,129.0,129.0,129.0,-33.0,-33.0,-33.0,,,,129.0
1,90.0,89.0,True,True,90,0.0,0.011111111111111112,1.0,0.0,0.0,True,False,False,132.0,89.0,0.0,132.0,inf,89.0,0.0,inf,132.0,132.0,132.0,-42.0,-42.0,-42.0,,,,132.0
2,97.0,92.0,True,True,97,0.0,0.05154639175257732,1.0,0.0,0.0,True,False,False,135.0,92.0,0.0,135.0,inf,92.0,0.0,inf,135.0,135.0,135.0,-38.0,-38.0,-38.0,,,,135.0
3,86.0,71.0,True,True,86,0.0,0.1744186046511628,1.0,0.0,0.0,True,False,False,113.0,71.0,0.0,113.0,inf,71.0,0.0,inf,113.0,120.0,120.0,-27.0,-34.0,-34.0,,,,120.0
4,103.0,98.0,True,True,103,0.0,0.04854368932038835,1.0,0.0,0.0,True,False,False,140.0,98.0,0.0,140.0,inf,98.0,0.0,inf,140.0,140.0,140.0,-37.0,-37.0,-37.0,,,,140.0
5,99.0,95.0,True,True,99,0.0,0.04040404040404041,1.0,0.0,0.0,True,False,False,145.0,95.0,0.0,145.0,inf,95.0,0.0,inf,147.0,147.0,147.0,-48.0,-48.0,-48.0,,,,147.0
6,75.0,68.0,True,True,75,0.0,0.09333333333333334,1.0,0.0,0.0,True,False,False,118.0,68.0,0.0,118.0,inf,68.0,0.0,inf,118.0,118.0,118.0,-43.0,-43.0,-43.0,,,,118.0
7,88.0,86.0,True,True,88,0.0,0.022727272727272728,1.0,0.0,0.0,True,False,False,132.0,86.0,0.0,132.0,inf,86.0,0.0,inf,132.0,132.0,132.0,-44.0,-44.0,-44.0,,,,132.0
8,88.0,75.0,True,True,88,0.0,0.14772727272727273,1.0,0.0,0.0,True,False,False,117.0,75.0,0.0,117.0,inf,75.0,0.0,inf,117.0,117.0,117.0,-29.0,-29.0,-29.0,,,,117.0
9,100.0,93.0,True,True,100,0.0,0.07,1.0,0.0,0.0,True,False,False,139.0,93.0,0.0,139.0,inf,93.0,0.0,inf,139.0,139.0,139.0,-39.0,-39.0,-39.0,,,,139.0
10,81.0,75.0,True,True,81,0.0,0.07407407407407407,1.0,0.0,0.0,True,False,False,112.0,75.0,0.0,112.0,inf,75.0,0.0,inf,120.0,120.0,120.0,-39.0,-39.0,-39.0,,,,120.0
11,88.0,78.0,True,True,88,0.0,0.11363636363636363,1.0,0.0,0.0,True,False,False,126.0,78.0,0.0,126.0,inf,78.0,0.0,inf,126.0,126.0,126.0,-38.0,-38.0,-38.0,,,,126.0
12,110.0,94.0,True,True,110,0.0,0.14545454545454545,1.0,0.0,0.0,True,False,False,152.0,94.0,0.0,152.0,inf,94.0,0.0,inf,152.0,152.0,152.0,-42.0,-42.0,-42.0,,,,152.0
13,91.0,87.0,True,True,91,0.0,0.04395604395604396,1.0,0.0,0.0,True,False,False,127.0,87.0,0.0,127.0,inf,87.0,0.0,inf,127.0,127.0,127.0,-36.0,-36.0,-36.0,,,,127.0
14,84.0,71.0,True,True,84,0.0,0.15476190476190477,1.0,0.0,0.0,True,False,False,129.0,71.0,0.0,129.0,inf,71.0,0.0,inf,129.0,129.0,129.0,-45.0,-45.0,-45.0,,,,129.0
15,91.0,68.0,True,True,91,0.0,0.25274725274725274,1.0,0.0,0.0,True,False,False,124.0,68.0,0.0,124.0,inf,68.0,0.0,inf,124.0,124.0,124.0,-33.0,-33.0,-33.0,,,,124.0
16,89.0,82.0,True,True,89,0.0,0.07865168539325842,1.0,0.0,0.0,True,False,False,128.0,82.0,0.0,128.0,inf,82.0,0.0,inf,130.0,130.0,130.0,-41.0,-41.0,-41.0,,,,130.0
17,96.0,87.0,True,True,96,0.0,0.09375,1.0,0.0,0.0,True,False,False,131.0,87.0,0.0,131.0,inf,87.0,0.0,inf,131.0,131.0,131.0,-35.0,-35.0,-35.0,,,,131.0
18,100.0,92.0,True,True,100,0.0,0.08,1.0,0.0,0.0,True,False,False,139.0,92.0,0.0,139.0,inf,92.0,0.0,inf,144.0,144.0,144.0,-44.0,-44.0,-44.0,,,,144.0
19,94.0,82.0,True,True,94,0.0,0.1276595744680851,1.0,0.0,0.0,True,False,False,130.0,82.0,0.0,130.0,inf,82.0,0.0,inf,133.0,133.0,133.0,-39.0,-39.0,-39.0,,,,133.0
20,97.0,81.0,True,True,97,0.0,0.16494845360824742,1.0,0.0,0.0,True,False,False,127.0,81.0,0.0,127.0,inf,81.0,0.0,inf,127.0,127.0,127.0,-30.0,-30.0,-30.0,,,,127.0
21,82.0,82.0,True,True,82,0.0,0.0,1.0,0.0,0.0,False,False,False,137.0,82.0,0.0,137.0,inf,inf,0.0,inf,137.0,137.0,137.0,-55.0,-55.0,-55.0,,,,137.0
22,76.0,76.0,True,True,76,0.0,0.0,1.0,0.0,0.0,False,False,False,122.0,76.0,0.0,122.0,inf,inf,0.0,inf,122.0,122.0,122.0,-46.0,-46.0,-46.0,,,,122.0
23,102.0,88.0,True,True,102,0.0,0.13725490196078433,1.0,0.0,0.0,True,False,False,133.0,88.0,0.0,133.0,inf,88.0,0.0,inf,138.0,138.0,138.0,-36.0,-36.0,-36.0,,,,138.0
24,89.0,85.0,True,True,89,0.0,0.0449438202247191,1.0,0.0,0.0,True,False,False,128.0,85.0,0.0,128.0,inf,85.0,0.0,inf,130.0,130.0,130.0,-41.0,-41.0,-41.0,,,,130.0
25,87.0,87.0,True,True,87,0.0,0.0,1.0,0.0,0.0,False,False,False,130.0,87.0,0.0,130.0,inf,inf,0.0,inf,130.0,130.0,130.0,-43.0,-43.0,-43.0,,,,130.0
26,92.0,81.0,True,True,92,0.0,0.11956521739130435,1.0,0.0,0.0,True,False,False,124.0,81.0,0.0,124.0,inf,81.0,0.0,inf,127.0,127.0,127.0,-35.0,-35.0,-35.0,,,,127.0
27,93.0,87.0,True,True,93,0.0,0.06451612903225806,1.0,0.0,0.0,True,False,False,128.0,87.0,0.0,128.0,inf,87.0,0.0,inf,128.0,128.0,128.0,-35.0,-35.0,-35.0,,,,128.0
28,96.0,86.0,True,True,96,0.0,0.10416666666666667,1.0,0.0,0.0,True,False,False,130.0,86.0,0.0,130.0,inf,86.0,0.0,inf,130.0,130.0,130.0,-34.0,-34.0,-34.0,,,,130.0
29,90.0,74.0,True,True,90,0.0,0.17777777777777778,1.0,0.0,0.0,True,False,False,131.0,74.0,0.0,131.0,inf,74.0,0.0,inf,131.0,131.0,131.0,-41.0,-41.0,-41.0,,,,131.0
30,80.0,73.0,True,True,80,0.0,0.0875,1.0,0.0,0.0,True,False,False,118.0,73.0,0.0,118.0,inf,73.0,0.0,inf,118.0,118.0,118.0,-38.0,-38.0,-38.0,,,,118.0
31,88.0,80.0,True,True,88,0.0,0.09090909090909091,1.0,0.0,0.0,True,False,False,125.0,80.0,0.0,125.0,inf,80.0,0.0,inf,125.0,125.0,125.0,-37.0,-37.0,-37.0,,,,125.0
32,87.0,74.0,True,True,87,0.0,0.14942528735632185,1.0,0.0,0.0,True,False,False,119.0,74.0,0.0,119.0,inf,74.0,0.0,inf,119.0,119.0,119.0,-32.0,-32.0,-32.0,,,,119.0
33,103.0,88.0,True,True,103,0.0,0.14563106796116504,1.0,0.0,0.0,True,False,False,142.0,88.0,0.0,142.0,inf,88.0,0.0,inf,142.0,142.0,142.0,-39.0,-39.0,-39.0,,,,142.0
34,96.0,86.0,True,True,96,0.0,0.10416666666666667,1.0,0.0,0.0,True,False,False,128.0,86.0,0.0,128.0,inf,86.0,0.0,inf,128.0,128.0,128.0,-32.0,-32.0,-32.0,,,,128.0
35,98.0,82.0,True,True,98,0.0,0.16326530612244897,1.0,0.0,0.0,True,False,False,134.0,82.0,0.0,134.0,inf,82.0,0.0,inf,134.0,134.0,134.0,-36.0,-36.0,-36.0,,,,134.0
36,87.0,83.0,True,True,87,0.0,0.04597701149425287,1.0,0.0,0.0,True,False,False,126.0,83.0,0.0,126.0,inf,83.0,0.0,inf,126.0,126.0,126.0,-39.0,-39.0,-39.0,,,,126.0
37,90.0,78.0,True,True,90,0.0,0.13333333333333333,1.0,0.0,0.0,True,False,False,131.0,78.0,0.0,131.0,inf,78.0,0.0,inf,131.0,131.0,131.0,-41.0,-41.0,-41.0,,,,131.0
38,97.0,90.0,True,True,97,0.0,0.07216494845360824,1.0,0.0,0.0,True,False,False,133.0,90.0,0.0,133.0,inf,90.0,0.0,inf,133.0,133.0,133.0,-36.0,-36.0,-36.0,,,,133.0
39,91.0,82.0,True,True,91,0.0,0.0989010989010989,1.0,0.0,0.0,True,False,False,132.0,82.0,0.0,132.0,inf,82.0,0.0,inf,132.0,132.0,132.0,-41.0,-41.0,-41.0,,,,132.0
40,83.0,75.0,True,True,83,0.0,0.0963855421686747,1.0,0.0,0.0,True,False,False,124.0,75.0,0.0,124.0,inf,75.0,0.0,inf,124.0,124.0,124.0,-41.0,-41.0,-41.0,,,,124.0
41,76.0,72.0,True,True,76,0.0,0.05263157894736842,1.0,0.0,0.0,True,False,False,118.0,72.0,0.0,118.0,inf,72.0,0.0,inf,118.0,118.0,118.0,-42.0,-42.0,-42.0,,,,118.0
42,85.0,75.0,True,True,85,0.0,0.11764705882352941,1.0,0.0,0.0,True,False,False,122.0,75.0,0.0,122.0,inf,75.0,0.0,inf,122.0,122.0,122.0,-37.0,-37.0,-37.0,,,,122.0
43,84.0,81.0,True,True,84,0.0,0.03571428571428571,1.0,0.0,0.0,True,False,False,123.0,81.0,0.0,123.0,inf,81.0,0.0,inf,123.0,123.0,123.0,-39.0,-39.0,-39.0,,,,123.0
44,88.0,76.0,True,True,88,0.0,0.13636363636363635,1.0,0.0,0.0,True,False,False,135.0,76.0,0.0,135.0,inf,76.0,0.0,inf,135.0,135.0,135.0,-47.0,-47.0,-47.0,,,,135.0
45,97.0,83.0,True,True,97,0.0,0.14432989690721648,1.0,0.0,0.0,True,False,False,132.0,83.0,0.0,132.0,inf,83.0,0.0,inf,132.0,132.0,132.0,-35.0,-35.0,-35.0,,,,132.0
46,107.0,88.0,True,True,107,0.0,0.17757009345794392,1.0,0.0,0.0,True,False,False,140.0,88.0,0.0,140.0,inf,88.0,0.0,inf,144.0,144.0,144.0,-37.0,-37.0,-37.0,,,,144.0
47,88.0,80.0,True,True,88,0.0,0.09090909090909091,1.0,0.0,0.0,True,False,False,123.0,80.0,0.0,123.0,inf,80.0,0.0,inf,123.0,123.0,123.0,-35.0,-35.0,-35.0,,,,123.0
48,94.0,81.0,True,True,94,0.0,0.13829787234042554,1.0,0.0,0.0,True,False,False,131.0,81.0,0.0,131.0,inf,81.0,0.0,inf,131.0,131.0,131.0,-37.0,-37.0,-37.0,,,,131.0
