run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,90.0,88.0,True,True,90,0.0,0.022222222222222223,1.0,0.0,0.0,True,False,False,113.0,88.0,0.0,113.0,inf,88.0,0.0,inf,113.0,113.0,113.0,-23.0,-23.0,-23.0,,,,113.0
1,90.0,75.0,True,True,90,0.0,0.16666666666666666,1.0,0.0,0.0,True,False,False,109.0,75.0,0.0,109.0,inf,75.0,0.0,inf,109.0,109.0,109.0,-19.0,-19.0,-19.0,,,,109.0
2,111.0,95.0,True,True,111,0.0,0.14414414414414414,1.0,0.0,0.0,True,False,False,128.0,95.0,0.0,128.0,inf,95.0,0.0,inf,128.0,128.0,128.0,-17.0,-17.0,-17.0,,,,128.0
3,90.0,78.0,True,True,90,0.0,0.13333333333333333,1.0,0.0,0.0,True,False,False,112.0,78.0,0.0,112.0,inf,78.0,0.0,inf,112.0,112.0,112.0,-22.0,-22.0,-22.0,,,,112.0
4,122.0,110.0,True,True,122,0.0,0.09836065573770492,1.0,0.0,0.0,True,False,False,141.0,110.0,0.0,141.0,inf,110.0,0.0,inf,141.0,141.0,141.0,-19.0,-19.0,-19.0,,,,141.0
5,106.0,93.0,True,True,106,0.0,0.12264150943396226,1.0,0.0,0.0,True,False,False,123.0,93.0,0.0,123.0,inf,93.0,0.0,inf,123.0,123.0,123.0,-17.0,-17.0,-17.0,,,,123.0
6,105.0,96.0,True,True,105,0.0,0.08571428571428572,1.0,0.0,0.0,True,False,False,121.0,96.0,0.0,121.0,inf,96.0,0.0,inf,121.0,121.0,121.0,-16.0,-16.0,-16.0,,,,121.0
7,102.0,95.0,True,True,102,0.0,0.06862745098039216,1.0,0.0,0.0,True,False,False,125.0,95.0,0.0,125.0,inf,95.0,0.0,inf,127.0,127.0,127.0,-25.0,-25.0,-25.0,,,,127.0
8,109.0,96.0,True,True,109,0.0,0.11926605504587157,1.0,0.0,0.0,True,False,False,129.0,96.0,0.0,129.0,inf,96.0,0.0,inf,129.0,129.0,129.0,-20.0,-20.0,-20.0,,,,129.0
9,106.0,96.0,True,True,106,0.0,0.09433962264150944,1.0,0.0,0.0,True,False,False,124.0,96.0,0.0,124.0,inf,96.0,0.0,inf,124.0,124.0,124.0,-18.0,-18.0,-18.0,,,,124.0
10,98.0,90.0,True,True,98,0.0,0.08163265306122448,1.0,0.0,0.0,True,False,False,123.0,90.0,0.0,123.0,inf,90.0,0.0,inf,123.0,123.0,123.0,-25.0,-25.0,-25.0,,,,123.0
11,111.0,96.0,True,True,111,0.0,0.13513513513513514,1.0,0.0,0.0,True,False,False,126.0,96.0,0.0,126.0,inf,96.0,0.0,inf,129.0,129.0,129.0,-18.0,-18.0,-18.0,,,,129.0
12,101.0,85.0,True,True,101,0.0,0.15841584158415842,1.0,0.0,0.0,True,False,False,119.0,85.0,0.0,119.0,inf,85.0,0.0,inf,119.0,119.0,119.0,-18.0,-18.0,-18.0,,,,119.0
13,98.0,85.0,True,True,98,0.0,0.1326530612244898,1.0,0.0,0.0,True,False,False,117.0,85.0,0.0,117.0,inf,85.0,0.0,inf,117.0,117.0,117.0,-19.0,-19.0,-19.0,,,,117.0
14,94.0,80.0,True,True,94,0.0,0.14893617021276595,1.0,0.0,0.0,True,False,False,112.0,80.0,0.0,112.0,inf,80.0,0.0,inf,112.0,112.0,112.0,-18.0,-18.0,-18.0,,,,112.0
15,102.0,86.0,True,True,102,0.0,0.1568627450980392,1.0,0.0,0.0,True,False,False,117.0,86.0,0.0,117.0,inf,86.0,0.0,inf,124.0,124.0,124.0,-22.0,-22.0,-22.0,,,,124.0
16,96.0,88.0,True,True,96,0.0,0.08333333333333333,1.0,0.0,0.0,True,False,False,117.0,88.0,0.0,117.0,inf,88.0,0.0,inf,117.0,117.0,117.0,-21.0,-21.0,-21.0,,,,117.0
17,102.0,93.0,True,True,102,0.0,0.08823529411764706,1.0,0.0,0.0,True,False,False,121.0,93.0,0.0,121.0,inf,93.0,0.0,inf,121.0,121.0,121.0,-19.0,-19.0,-19.0,,,,121.0
18,91.0,79.0,True,True,91,0.0,0.13186813186813187,1.0,0.0,0.0,True,False,False,111.0,79.0,0.0,111.0,inf,79.0,0.0,inf,111.0,111.0,111.0,-20.0,-20.0,-20.0,,,,111.0
19,107.0,96.0,True,True,107,0.0,0.102803738317757,1.0,0.0,0.0,True,False,False,127.0,96.0,0.0,127.0,inf,96.0,0.0,inf,127.0,127.0,127.0,-20.0,-20.0,-20.0,,,,127.0
