run,tau,tau_out,hit,hit_out,n_at_risk,G2G3_rate,G4_rate,G5_rate,Ghat_rate,gamma0_mean,any_G4,any_Ghat,any_gamma0_pos,tau_G2G3_first,tau_G4_first,tau_G5_first,tau_Ghat_first,tau_G2G3_stable,tau_G4_stable,tau_G5_stable,tau_Ghat_stable,T_conc_5,T_conc_10,T_conc_20,delta_5,delta_10,delta_20,phase1_duration,phase2_duration,phase_ratio,Twit
0,45.0,9.0,True,True,45,0.0,0.8,1.0,0.0,0.0,True,False,False,132.0,9.0,0.0,132.0,inf,9.0,0.0,inf,136.0,136.0,136.0,-91.0,-91.0,-91.0,,,,136.0
1,50.0,11.0,True,True,50,0.0,0.78,1.0,0.0,0.0,True,False,False,131.0,11.0,0.0,131.0,inf,11.0,0.0,inf,131.0,131.0,131.0,-81.0,-81.0,-81.0,,,,131.0
2,58.0,8.0,True,True,58,0.0,0.8620689655172413,1.0,0.0,0.0,True,False,False,152.0,8.0,0.0,152.0,inf,8.0,0.0,inf,152.0,152.0,152.0,-94.0,-94.0,-94.0,,,,152.0
3,19.0,7.0,True,True,19,0.0,0.631578947368421,1.0,0.0,0.0,True,False,False,134.0,7.0,0.0,134.0,inf,7.0,0.0,inf,141.0,141.0,141.0,-122.0,-122.0,-122.0,,,,141.0
4,45.0,9.0,True,True,45,0.0,0.8,1.0,0.0,0.0,True,False,False,125.0,9.0,0.0,125.0,inf,9.0,0.0,inf,125.0,125.0,125.0,-80.0,-80.0,-80.0,,,,125.0
5,53.0,6.0,True,True,53,0.0,0.8867924528301887,1.0,0.0,0.0,True,False,False,138.0,6.0,0.0,138.0,inf,6.0,0.0,inf,138.0,138.0,138.0,-85.0,-85.0,-85.0,,,,138.0
6,50.0,13.0,True,True,50,0.0,0.74,1.0,0.0,0.0,True,False,False,130.0,13.0,0.0,130.0,inf,13.0,0.0,inf,130.0,130.0,130.0,-80.0,-80.0,-80.0,,,,130.0
7,54.0,8.0,True,True,54,0.0,0.8518518518518519,1.0,0.0,0.0,True,False,False,130.0,8.0,0.0,130.0,inf,8.0,0.0,inf,136.0,136.0,136.0,-82.0,-82.0,-82.0,,,,136.0
8,53.0,3.0,True,True,53,0.0,0.9433962264150944,1.0,0.0,0.0,True,False,False,119.0,3.0,0.0,119.0,inf,3.0,0.0,inf,119.0,119.0,119.0,-66.0,-66.0,-66.0,,,,119.0
9,52.0,6.0,True,True,52,0.0,0.8846153846153846,1.0,0.0,0.0,True,False,False,130.0,6.0,0.0,130.0,inf,6.0,0.0,inf,130.0,130.0,130.0,-78.0,-78.0,-78.0,,,,130.0
10,53.0,3.0,True,True,53,0.0,0.9433962264150944,1.0,0.0,0.0,True,False,False,129.0,3.0,0.0,129.0,inf,3.0,0.0,inf,129.0,129.0,129.0,-76.0,-76.0,-76.0,,,,129.0
11,51.0,16.0,True,True,51,0.0,0.6862745098039216,1.0,0.0,0.0,True,False,False,138.0,16.0,0.0,138.0,inf,16.0,0.0,inf,138.0,138.0,138.0,-87.0,-87.0,-87.0,,,,138.0
12,58.0,7.0,True,True,58,0.0,0.8793103448275862,1.0,0.0,0.0,True,False,False,133.0,7.0,0.0,133.0,inf,7.0,0.0,inf,133.0,133.0,133.0,-75.0,-75.0,-75.0,,,,133.0
