function,hits,gamma_mean,l2_mean,l3_mean,a_t,p_hat,gap_factor
cec2017_f1,51/51,0.976,0.976,1.000,3.33e-12,7.76e-02,2.4e+10
cec2017_f2,51/51,0.990,0.990,1.000,3.33e-12,4.74e-02,1.4e+10
cec2017_f3,51/51,0.948,0.948,1.000,3.33e-12,6.83e-02,2.2e+10
cec2017_f6,51/51,0.997,0.997,1.000,3.33e-12,1.15e-01,3.5e+10
cec2017_f9,51/51,1.000,1.000,1.000,3.33e-12,1.59e-01,4.8e+10
