function,hits,gamma_mean,l2_mean,l3_mean,a_t,p_hat,gap_factor
cec2017_f1,51/51,0.972,0.972,1.000,3.33e-12,8.90e-02,2.8e+10
cec2017_f2,51/51,0.989,0.989,1.000,3.33e-12,5.00e-02,1.5e+10
cec2017_f3,51/51,0.938,0.938,1.000,3.33e-12,7.18e-02,2.3e+10
cec2017_f6,51/51,0.995,0.995,1.000,3.33e-12,1.55e-01,4.7e+10
cec2017_f9,51/51,1.000,1.000,1.000,3.33e-12,1.46e-01,4.4e+10
